Organisation,Sitz,Gesetzliche Grundlage ihrer Errichtung,Zahl der überwiegend als Interessenvertreter tätigen Personen,Bestätigte geschätzte Kosten der Interessenvertretung in ,Jahr,Webseite
Landesinnung der Metalltechniker,"Koschutastraße 4, 9020 Klagenfurt am Wörthersee","Wirtschaftskammergesetz 1998 – WKG, BGBl I Nr 103/1998 idF BGBl I Nr 46/2014",2,"21048,25",2014,https://www.wko.at/content.Node/branchen/k/Metalltechniker/Startseite-Metalltechniker.html
"Landesgremium des Baustoff-, Eisen-, Hartwaren- und Holzhandels","Wichnergasse 9, 6800 Feldkirch","Wirtschaftskammergesetz 1998 – WKG, BGBl I Nr 103/1998 idF BGBl I Nr 46/2014",2,"21157,39",2014,"https://www.wko.at/content.Node/branchen/vbg/Baustoff---Eisen---Hartwaren--und-Holzhandel/Startseite_-_Baustoff-,_Eisen-,_Hartwaren-_und_Holzhandel,_.html"
Fachgruppe Finanzdienstleister,"Körblergasse 111-113, 8010 Graz","Wirtschaftskammergesetz 1998 – WKG, BGBl I Nr 103/1998 idF BGBl I Nr 46/2014",2,"21177,05",2014,http://www.finanzdienstleister-stmk.at/
Landesgremium des Elektro- und Einrichtungsfachhandel,"Schwarzenbergplatz 14, 1041 Wien","Wirtschaftskammergesetz 1998 – WKG, BGBl I Nr 103/1998 idF BGBl I Nr 46/2014",2,"21212,39",2014,https://www.wko.at/wien/elektro-einrichtung
Landesinnung der Berufsfotografen,"Rudolf-Sallinger-Platz 1, 1030 Wien","Wirtschaftskammergesetz 1998 – WKG, BGBl I Nr 103/1998 idF BGBl I Nr 46/2014",2,"21212,39",2014,https://www.wko.at/content.Node/branchen/w/Berufsfotografen/Startseite-Berufsfotografen.html
"Landesgremium des Baustoff-, Eisen-, Hartwaren- und Holzhandels","Julius-Raab-Platz 1, 5027 Salzburg","Wirtschaftskammergesetz 1998 – WKG, BGBl I Nr 103/1998 idF BGBl I Nr 46/2014",2,21219,2014,"https://www.wko.at/content.Node/branchen/sbg/Baustoff---Eisen---Hartwaren--und-Holzhandel/Startseite_-_Baustoff-,_Eisen-,_Hartwaren-_und_Holzhandel,_.html"
Fachgruppe Ingenieurbüros,"Hessenplatz 3, 4020 Linz","Wirtschaftskammergesetz 1998 – WKG, BGBl I Nr 103/1998 idF BGBl I Nr 46/2014",2,"21226,72",2014,http://wko.at/ooe/tb
Landesgremium des Fahrzeughandels,"Hessenplatz 3, 4020 Linz","Wirtschaftskammergesetz 1998 – WKG, BGBl I Nr 103/1998 idF BGBl I Nr 46/2014",2,"21226,72",2014,http://wko.at/ooe/fahrzeughandel
"Landesinnung der Dachdecker, Glaser und Spengler","Landsbergerstraße 1, 3100 St. Pölten","Wirtschaftskammergesetz 1998 – WKG, BGBl I Nr 103/1998 idF BGBl I Nr 46/2014",2,"21303,44",2014,http://wko.at/noe/dachdecker-glaser-spengler
Landesinnung der Maler und Tapezierer,"Landsbergerstraße 1, 3100 St. Pölten","Wirtschaftskammergesetz 1998 – WKG, BGBl I Nr 103/1998 idF BGBl I Nr 46/2014",2,"21303,44",2014,http://wko.at/noe/maler-tapezierer
"Landesgremium des Baustoff-, Eisen-, Hartwaren- und Holzhandels","Robert Graf-Platz 1, 7000 Eisenstadt","Wirtschaftskammergesetz 1998 – WKG, BGBl I Nr 103/1998 idF BGBl I Nr 46/2014",2,"21524,02",2014,"https://www.wko.at/content.Node/branchen/b/Baustoff---Eisen---Hartwaren--und-Holzhandel/Startseite_-_Baustoff-,_Eisen-,_Hartwaren-_und_Holzhandel,_.html"
Landesinnung der Metalltechniker,"Körblergasse 111-113, 8010 Graz","Wirtschaftskammergesetz 1998 – WKG, BGBl I Nr 103/1998 idF BGBl I Nr 46/2014",2,"21553,67",2014,http://www.metalltechnik.org
Fachgruppe der Freizeit- und Sportbetriebe,"Julius-Raab-Platz 1, 5027 Salzburg","Wirtschaftskammergesetz 1998 – WKG, BGBl I Nr 103/1998 idF BGBl I Nr 46/2014",2,21635,2014,https://www.wko.at/content.Node/branchen/sbg/Startseite_-_Sparte_Tourismus_und_Freizeitwirtschaft.html
"Landesgremium des Versand-, Internet- und allgemeinen Handels","Landsbergerstraße 1, 3100 St. Pölten","Wirtschaftskammergesetz 1998 – WKG, BGBl I Nr 103/1998 idF BGBl I Nr 46/2014",2,"21700,14",2014,http://wko.at/noe/versandhandel
Landesinnung der Tischler und Holzgestaltende Gewerbe,"Europaplatz 1, 9021 Klagenfurt am Wörthersee","Wirtschaftskammergesetz 1998 – WKG, BGBl I Nr 103/1998 idF BGBl I Nr 46/2014",2,"21801,62",2014,https://www.wko.at/content.Node/branchen/k/Tischler-und-Holzgestaltende-Gewerbe/Startseite-Tischler-und-Holzgestaltende-Gewerbe.html
Fachgruppe der Freizeit- und Sportbetriebe,"Robert Graf-Platz 1, 7000 Eisenstadt","Wirtschaftskammergesetz 1998 – WKG, BGBl I Nr 103/1998 idF BGBl I Nr 46/2014",2,"21804,74",2014,https://www.wko.at/content.Node/branchen/b/Freizeit--und-Sportbetriebe/Startseite---Freizeit--und-Sportbetriebe--Fachgruppe.html
Landesinnung der Metalltechniker,"Landsbergerstraße 1, 3100 St. Pölten","Wirtschaftskammergesetz 1998 – WKG, BGBl I Nr 103/1998 idF BGBl I Nr 46/2014",2,"21834,02",2014,http://noe.metalltechnik.at/
Landesgremium der Handelsagenten,"Hessenplatz 3, 4020 Linz","Wirtschaftskammergesetz 1998 – WKG, BGBl I Nr 103/1998 idF BGBl I Nr 46/2014",2,"21957,89",2014,http://wko.at/ooe/handelsagenten
Fachgruppe Ingenieurbüros,"Landsbergerstraße 1, 3100 St. Pölten","Wirtschaftskammergesetz 1998 – WKG, BGBl I Nr 103/1998 idF BGBl I Nr 46/2014",2,"22042,29",2014,https://www.wko.at/content.Node/branchen/noe/sparte_iuc/Ingenieurbueros/Startseite---Ingenieurbueros--Fachgruppe.html
Fachgruppe Finanzdienstleister,"Europaplatz 1, 9021 Klagenfurt am Wörthersee","Wirtschaftskammergesetz 1998 – WKG, BGBl I Nr 103/1998 idF BGBl I Nr 46/2014",2,"22070,69",2014,https://www.wko.at/content.Node/branchen/k/sparte_iuc/Finanzdienstleister/Startseite---Finanzdienstleister--Fachgruppe.html
Fachgruppe der gewerblichen Dienstleister,"Wichnergasse 9, 6800 Feldkirch","Wirtschaftskammergesetz 1998 – WKG, BGBl I Nr 103/1998 idF BGBl I Nr 46/2014",2,"22212,29",2014,https://www.wko.at/content.Node/branchen/vbg/Gewerbliche-Dienstleister/Startseite-Gewerbliche-Dienstleister.html
Fachgruppe Gastronomie,"Wichnergasse 9, 6800 Feldkirch","Wirtschaftskammergesetz 1998 – WKG, BGBl I Nr 103/1998 idF BGBl I Nr 46/2014",2,"22212,29",2014,http://wko.at/vlbg/gastronomie
Fachgruppe Werbung und Marktkommunikation,"Wichnergasse 9, 6800 Feldkirch","Wirtschaftskammergesetz 1998 – WKG, BGBl I Nr 103/1998 idF BGBl I Nr 46/2014",2,"22212,29",2014,http://www.kommunikation-.at
"Landesinnung der Fußpfleger, Kosmetiker und Masseure","Wichnergasse 9, 6800 Feldkirch","Wirtschaftskammergesetz 1998 – WKG, BGBl I Nr 103/1998 idF BGBl I Nr 46/2014",2,"22212,29",2014,https://www.wko.at/Content.Node/branchen/vbg/Fusspfleger--Kosmetiker-und-Masseure/Startseite-Fusspfleger-Kosmetiker-und-Masseure.html
Landesinnung der Friseure,"Körblergasse 111-113, 8010 Graz","Wirtschaftskammergesetz 1998 – WKG, BGBl I Nr 103/1998 idF BGBl I Nr 46/2014",2,"22246,17",2014,http://www.friseure-stmk.at
Landesinnung der Bauhilfsgewerbe,"Meinhardstraße 14, 6020 Innsbruck","Wirtschaftskammergesetz 1998 – WKG, BGBl I Nr 103/1998 idF BGBl I Nr 46/2014",2,"22555,14",2014,http://wko.at//bhg
"Landesinnung der Elektro-, Gebäude-, Alarm- und Kommunikationstechniker","Landsbergerstraße 1, 3100 St. Pölten","Wirtschaftskammergesetz 1998 – WKG, BGBl I Nr 103/1998 idF BGBl I Nr 46/2014",2,"22667,08",2014,http://noe.elektrotechniker.at
"Landesinnung der Dachdecker, Glaser und Spengler","Hessenplatz 3, 4020 Linz","Wirtschaftskammergesetz 1998 – WKG, BGBl I Nr 103/1998 idF BGBl I Nr 46/2014",2,"22689,07",2014,http://www.wko.at/ooe/Dach-Glas-Spengler
Landesinnung der Mode und Bekleidungstechnik,"Hessenplatz 3, 4020 Linz","Wirtschaftskammergesetz 1998 – WKG, BGBl I Nr 103/1998 idF BGBl I Nr 46/2014",2,"22689,07",2014,http://wko.at/ooe/mode
Landesinnung der Bauhilfsgewerbe,"Robert Graf-Platz 1, 7000 Eisenstadt","Wirtschaftskammergesetz 1998 – WKG, BGBl I Nr 103/1998 idF BGBl I Nr 46/2014",2,"22815,33",2014,https://www.wko.at/content.Node/branchen/b/Bauhilfsgewerbe/Startseite-Bauhilfsgewerbe.html
"Fachgruppe der Autobus-, Luftfahrt- und Schifffahrtunternehmungen","Körblergasse 111-113, 8010 Graz","Wirtschaftskammergesetz 1998 – WKG, BGBl I Nr 103/1998 idF BGBl I Nr 46/2014",2,"22938,66",2014,http://wko.at/stmk/bus-luft-schiff
Landesgremium des Außenhandels,"Landsbergerstraße 1, 3100 St. Pölten","Wirtschaftskammergesetz 1998 – WKG, BGBl I Nr 103/1998 idF BGBl I Nr 46/2014",2,"23162,95",2014,http://wko.at/noe/aussenhandel
Landesinnung Bau,"Wichnergasse 9, 6800 Feldkirch","Wirtschaftskammergesetz 1998 – WKG, BGBl I Nr 103/1998 idF BGBl I Nr 46/2014",2,"23267,21",2014,http://www.maurerlehre.at
"Landesinnung der Sanitär-, Heizungs- und Lüftungstechniker","Hessenplatz 3, 4020 Linz","Wirtschaftskammergesetz 1998 – WKG, BGBl I Nr 103/1998 idF BGBl I Nr 46/2014",2,"23420,24",2014,https://www.wko.at/Content.Node/branchen/ooe/Sanitaer---Heizungs--und-Lueftungstechniker/Startseite-Sanitaer-Heizungs-und-Lueftungstechniker.html
Landesgremium des Elektro- und Einrichtungsfachhandel,"Körblergasse 111-113, 8010 Graz","Wirtschaftskammergesetz 1998 – WKG, BGBl I Nr 103/1998 idF BGBl I Nr 46/2014",2,"23427,05",2014,http://wko.at/stmk/elektroeinrichtung
Fachgruppe der Gesundheitsbetriebe,"Judenplatz 3-4, 1010 Wien","Wirtschaftskammergesetz 1998 – WKG, BGBl I Nr 103/1998 idF BGBl I Nr 46/2014",2,"23591,52",2014,http://wko.at/wien/gesundheitsbetriebe
"Fachgruppe der Kino-, Kultur- und Vergnügungsbetriebe","Judenplatz 3-4, 1010 Wien","Wirtschaftskammergesetz 1998 – WKG, BGBl I Nr 103/1998 idF BGBl I Nr 46/2014",2,"23591,52",2014,http://wko.at/wien/kulturbetriebe
Fachgruppe der Holzindustrie,"Körblergasse 111-113, 8010 Graz","Wirtschaftskammergesetz 1998 – WKG, BGBl I Nr 103/1998 idF BGBl I Nr 46/2014",2,"23667,6",2014,http://wko.at/stmk/holzvi
"Landesgremium des Baustoff-, Eisen-, Hartwaren- und Holzhandels","Meinhardstraße 14, 6020 Innsbruck","Wirtschaftskammergesetz 1998 – WKG, BGBl I Nr 103/1998 idF BGBl I Nr 46/2014",2,"23870,2",2014,http://wko.at//holzbaustoffeisen
"Bundesgremium des Versand-, Internet- und allgemeinen Handels","Wiedner Hauptstraße 63, 1045 Wien","Wirtschaftskammergesetz 1998 – WKG, BGBl I Nr 103/1998 idF BGBl I Nr 46/2014",2,"23903,06",2014,"https://www.wko.at/Content.Node/branchen/oe/Versand---Internet--und-allgemeiner-Handel/Startseite_-_Versand-,_Internet-_und_allgemeiner_Handel,_La.html"
Landesgremium des Fahrzeughandels,"Schwarzenbergplatz 14, 1041 Wien","Wirtschaftskammergesetz 1998 – WKG, BGBl I Nr 103/1998 idF BGBl I Nr 46/2014",2,"23916,29",2014,http://www.wko.at/wien/fahrzeughandel
Landesgremium des Direktvertriebes,"Landsbergerstraße 1, 3100 St. Pölten","Wirtschaftskammergesetz 1998 – WKG, BGBl I Nr 103/1998 idF BGBl I Nr 46/2014",2,"23931,55",2014,http://wko.at/direkt/noe
Fachgruppe der Immobilien- und Vermögenstreuhänder,"Körblergasse 111-113, 8010 Graz","Wirtschaftskammergesetz 1998 – WKG, BGBl I Nr 103/1998 idF BGBl I Nr 46/2014",2,"23934,88",2014,http://www.immo707.at
"Landesgremium des Versand-, Internet- und allgemeinen Handels","Körblergasse 111-113, 8010 Graz","Wirtschaftskammergesetz 1998 – WKG, BGBl I Nr 103/1998 idF BGBl I Nr 46/2014",2,"24083,1",2014,http://wko.at/stmk/warenhaus
Fachgruppe Werbung und Marktkommunikation,"Meinhardstraße 14, 6020 Innsbruck","Wirtschaftskammergesetz 1998 – WKG, BGBl I Nr 103/1998 idF BGBl I Nr 46/2014",2,"24088,51",2014,http://www.werbung.at
Fachgruppe Ingenieurbüros,"Körblergasse 111-113, 8010 Graz","Wirtschaftskammergesetz 1998 – WKG, BGBl I Nr 103/1998 idF BGBl I Nr 46/2014",2,"24190,01",2014,https://www.wko.at/Content.Node/branchen/stmk/sparte_iuc/Ingenieurbueros/Startseite_Ingenieursbueros__Fachverband.html
Landesgremium des Handels mit Mode und Freizeitartikeln,"Europaplatz 1, 9021 Klagenfurt am Wörthersee","Wirtschaftskammergesetz 1998 – WKG, BGBl I Nr 103/1998 idF BGBl I Nr 46/2014",2,"24276,99",2014,http://wko.at/ktn/mode
Landesgremium des Elektro- und Einrichtungsfachhandel,"Meinhardstraße 14, 6020 Innsbruck","Wirtschaftskammergesetz 1998 – WKG, BGBl I Nr 103/1998 idF BGBl I Nr 46/2014",2,"24419,46",2014,http://wko.at//elektromoebelhandel
Landesgremium des Lebensmittelhandels,"Landsbergerstraße 1, 3100 St. Pölten","Wirtschaftskammergesetz 1998 – WKG, BGBl I Nr 103/1998 idF BGBl I Nr 46/2014",2,"24427,41",2014,http://wko.at/noe/lebensmittelhandel
Fachgruppe Ingenieurbüros,"Meinhardstraße 14, 6020 Innsbruck","Wirtschaftskammergesetz 1998 – WKG, BGBl I Nr 103/1998 idF BGBl I Nr 46/2014",2,"24540,25",2014,https://www.wko.at/content.Node/branchen/t/sparte_iuc/Ingenieurbueros/Startseite---Ingenieurbueros--Fachgruppe.html
"Landesinnung der Chemische Gewerbe u.Denkmal-,Fassaden- u.Gebäudereiniger","Landsbergerstraße 1, 3100 St. Pölten","Wirtschaftskammergesetz 1998 – WKG, BGBl I Nr 103/1998 idF BGBl I Nr 46/2014",2,"24625,76",2014,http://www.chemisches-gewerbe.or.at
Fachgruppe Gastronomie,"Meinhardstraße 14, 6020 Innsbruck","Wirtschaftskammergesetz 1998 – WKG, BGBl I Nr 103/1998 idF BGBl I Nr 46/2014",2,"24643,86",2014,https://www.wko.at/content.Node/branchen/t/Gastronomie/Startseite---Gastronomie--Fachgruppe.html
Landesgremium des Direktvertriebes,"Körblergasse 111-113, 8010 Graz","Wirtschaftskammergesetz 1998 – WKG, BGBl I Nr 103/1998 idF BGBl I Nr 46/2014",2,"24651,67",2014,http://wko.at/stmk/direkt
Landesgremium des Außenhandels,"Schwarzenbergplatz 14, 1041 Wien","Wirtschaftskammergesetz 1998 – WKG, BGBl I Nr 103/1998 idF BGBl I Nr 46/2014",2,"24781,09",2014,http://wko.at/wien/aussenhandel
"Bundesgremium des Foto-, Optik- und Medizinproduktehandels","Wiedner Hauptstraße 63, 1045 Wien","Wirtschaftskammergesetz 1998 – WKG, BGBl I Nr 103/1998 idF BGBl I Nr 46/2014",2,"24930,79",2014,"https://www.wko.at/content.Node/branchen/oe/Foto---Optik--und-Medizinproduktehandel/Startseite_-_Foto-,_Optik-_und_Medizinproduktehandel,_Bunde.html"
"Bundesgremium des Juwelen-,Uhren-,Kunst-,Antiquitäten- und Briefmarkenhandels","Wiedner Hauptstraße 63, 1045 Wien","Wirtschaftskammergesetz 1998 – WKG, BGBl I Nr 103/1998 idF BGBl I Nr 46/2014",2,"24930,79",2014,http://www.juweliere-austria.org
Bundesinnung der Berufsfotografen,"Wiedner Hauptstraße 63, 1045 Wien","Wirtschaftskammergesetz 1998 – WKG, BGBl I Nr 103/1998 idF BGBl I Nr 46/2014",2,"24930,79",2014,https://www.wko.at/content.Node/branchen/oe/Berufsfotografen/Startseite_Berufsfotografen_Kontakt.html
Fachverband Druck,"Wiedner Hauptstraße 57, 1040 Wien","Wirtschaftskammergesetz 1998 – WKG, BGBl I Nr 103/1998 idF BGBl I Nr 46/2014",2,"24930,79",2014,"https://www.wko.at/content.Node/branchen/oe/sparte_iuc/Druck/Startseite_-_Druck,_Fachverband.html"
"Fachgruppe der Garagen-, Tankstellen- und Servicestationsunternehmungen","Landsbergerstraße 1, 3100 St. Pölten","Wirtschaftskammergesetz 1998 – WKG, BGBl I Nr 103/1998 idF BGBl I Nr 46/2014",2,"24972,87",2014,http://wko.at/noe/tankstellen
"Bundesinnung der Sanitär-, Heizungs- und Lüftungstechniker","Schaumburgergasse 20/4, 1040 Wien","Wirtschaftskammergesetz 1998 – WKG, BGBl I Nr 103/1998 idF BGBl I Nr 46/2014",2,"25033,56",2014,http://www.shk.at/
"Landesinnung der Fußpfleger, Kosmetiker und Masseure","Meinhardstraße 14, 6020 Innsbruck","Wirtschaftskammergesetz 1998 – WKG, BGBl I Nr 103/1998 idF BGBl I Nr 46/2014",2,"25211,63",2014,http://wko.at//fkm
Fachgruppe der Buch- und Medienwirtschaft,"Landsbergerstraße 1, 3100 St. Pölten","Wirtschaftskammergesetz 1998 – WKG, BGBl I Nr 103/1998 idF BGBl I Nr 46/2014",2,"25418,72",2014,http://wko.at/noe/buch-medien
Landesgremium der Tabaktrafikanten,"Schwarzenbergplatz 14, 1041 Wien","Wirtschaftskammergesetz 1998 – WKG, BGBl I Nr 103/1998 idF BGBl I Nr 46/2014",2,"25529,74",2014,"https://www.wko.at/Content.Node/branchen/w/Tabaktrafikanten/Startseite_-_Tabaktrafikanten,_Landesgremium.html"
Landesgremium des Direktvertriebes,"Hessenplatz 3, 4020 Linz","Wirtschaftskammergesetz 1998 – WKG, BGBl I Nr 103/1998 idF BGBl I Nr 46/2014",2,"25613,77",2014,http://wko.at/ooe/direktvertrieb
Landesinnung der Friseure,"Hessenplatz 3, 4020 Linz","Wirtschaftskammergesetz 1998 – WKG, BGBl I Nr 103/1998 idF BGBl I Nr 46/2014",2,"25613,77",2014,http://wko.at/ooe/friseure
"Landesgremium des Handels mit Arzneimitteln, Dorgerie- und Parfümeriewaren sowie Chemikalien und Farben","Landsbergerstraße 1, 3100 St. Pölten","Wirtschaftskammergesetz 1998 – WKG, BGBl I Nr 103/1998 idF BGBl I Nr 46/2014",2,"25815,84",2014,http://wko.at/noe/drogisten
Landesgremium des Handels mit Mode und Freizeitartikeln,"Wichnergasse 9, 6800 Feldkirch","Wirtschaftskammergesetz 1998 – WKG, BGBl I Nr 103/1998 idF BGBl I Nr 46/2014",2,"25904,47",2014,"https://www.wko.at/Content.Node/branchen/vbg/Handel-mit-Mode-und-Freizeitartikeln/Startseite_-_Handel_mit_Mode_und_Freizeitartikeln,_Fachgrup.html"
Fachgruppe der Immobilien- und Vermögenstreuhänder,"Landsbergerstraße 1, 3100 St. Pölten","Wirtschaftskammergesetz 1998 – WKG, BGBl I Nr 103/1998 idF BGBl I Nr 46/2014",2,"25915,02",2014,https://www.wko.at/content.Node/branchen/noe/sparte_iuc/Immobilien--und-Vermoegenstreuhaender/Startseite---Immobilien-Vermoegenstreuhaender-Fachgruppe.html
Landesgremium des Lebensmittelhandels,"Meinhardstraße 14, 6020 Innsbruck","Wirtschaftskammergesetz 1998 – WKG, BGBl I Nr 103/1998 idF BGBl I Nr 46/2014",2,"25928,93",2014,http://wko.at//handel
"Bundesgremium des Markt-, Straßen- und Wanderhandel","Wiedner Hauptstraße 63, 1045 Wien","Wirtschaftskammergesetz 1998 – WKG, BGBl I Nr 103/1998 idF BGBl I Nr 46/2014",2,"25958,52",2014,http://www.dermarkthandel.at
"Bundesinnung der Chemischen Gewerbe u.Denkmal-,Fassaden- u.Gebäudereiniger","Wiedner Hauptstraße 63, 1045 Wien","Wirtschaftskammergesetz 1998 – WKG, BGBl I Nr 103/1998 idF BGBl I Nr 46/2014",2,"25958,52",2014,https://www.wko.at/Content.Node/branchen/oe/Chemische-Gewerbe-und-der-Denkmal-Fassaden-und-Gebaeudereiniger/Startseite-Chemische-Gewerbe-Denkmal-Fassaden.html
Landesinnung der Bauhilfsgewerbe,"Körblergasse 111-113, 8010 Graz","Wirtschaftskammergesetz 1998 – WKG, BGBl I Nr 103/1998 idF BGBl I Nr 46/2014",2,"26328,24",2014,http://www.bauhilfsgewerbe-stmk.at
"Fachgruppe der Autobus-, Luftfahrt- und Schifffahrtunternehmungen","Hessenplatz 3, 4020 Linz","Wirtschaftskammergesetz 1998 – WKG, BGBl I Nr 103/1998 idF BGBl I Nr 46/2014",2,"26344,95",2014,http://wko.at/ooe/bus-luft-schiff
"Landesinnung der Elektro-, Gebäude-, Alarm- und Kommunikationstechniker","Körblergasse 111-113, 8010 Graz","Wirtschaftskammergesetz 1998 – WKG, BGBl I Nr 103/1998 idF BGBl I Nr 46/2014",2,"26474,03",2014,http://www.elektrotechniker.at
Landesgremium des Lebensmittelhandels,"Europaplatz 1, 9021 Klagenfurt am Wörthersee","Wirtschaftskammergesetz 1998 – WKG, BGBl I Nr 103/1998 idF BGBl I Nr 46/2014",2,"26483,3",2014,http://wko.at/ktn/lebensmittelhandel
Landesinnung der Tischler und Holzgestaltende Gewerbe,"Körblergasse 111-113, 8010 Graz","Wirtschaftskammergesetz 1998 – WKG, BGBl I Nr 103/1998 idF BGBl I Nr 46/2014",2,"26546,92",2014,http://www.steirische-tischler.at
Fachgruppe der Buch- und Medienwirtschaft,"Grünangergasse 4, 1010 Wien","Wirtschaftskammergesetz 1998 – WKG, BGBl I Nr 103/1998 idF BGBl I Nr 46/2014",2,"26565,43",2014,https://www.wko.at/content.Node/branchen/w/sparte_iuc/Buch--und-Medienwirtschaft/Startseite---Buch--und-Medienwirtschaft--Fachgruppe.html
Fachgruppe Werbung und Marktkommunikation,"Körblergasse 111-113, 8010 Graz","Wirtschaftskammergesetz 1998 – WKG, BGBl I Nr 103/1998 idF BGBl I Nr 46/2014",2,"26595,52",2014,http://www.werbe.at
"Bundesinnung der Dachdecker, Glaser und Spengler","Schaumburgergasse 20/6, 1040 Wien","Wirtschaftskammergesetz 1998 – WKG, BGBl I Nr 103/1998 idF BGBl I Nr 46/2014",2,"26647,09",2014,http://www.d-g-s.at
Landesgremium der Handelsagenten,"Schwarzenbergplatz 14, 1041 Wien","Wirtschaftskammergesetz 1998 – WKG, BGBl I Nr 103/1998 idF BGBl I Nr 46/2014",2,"26862,83",2014,"https://www.wko.at/content.Node/branchen/w/Handelsagenten/Startseite_-_Handelsagenten,_Landesgremium.html"
Fachgruppe Hotellerie,"Wichnergasse 9, 6800 Feldkirch","Wirtschaftskammergesetz 1998 – WKG, BGBl I Nr 103/1998 idF BGBl I Nr 46/2014",2,"26959,38",2014,http://wko.at/vlbg/hotellerie
Landesinnung der Bauhilfsgewerbe,"Wichnergasse 9, 6800 Feldkirch","Wirtschaftskammergesetz 1998 – WKG, BGBl I Nr 103/1998 idF BGBl I Nr 46/2014",2,"26959,38",2014,https://www.wko.at/content.Node/branchen/vbg/Bauhilfsgewerbe/Startseite-Bauhilfsgewerbe.html
"Landesgremium des Baustoff-, Eisen-, Hartwaren- und Holzhandels","Hessenplatz 3, 4020 Linz","Wirtschaftskammergesetz 1998 – WKG, BGBl I Nr 103/1998 idF BGBl I Nr 46/2014",2,"27076,12",2014,http://wko.at/ooe/baueisenholz
Fachgruppe Hotellerie,"Robert Graf-Platz 1, 7000 Eisenstadt","Wirtschaftskammergesetz 1998 – WKG, BGBl I Nr 103/1998 idF BGBl I Nr 46/2014",2,"27138,4",2014,https://www.wko.at/content.Node/branchen/b/Hotellerie/Startseite---Hotellerie--Fachgruppe.html
Landesgremium des Handels mit Mode und Freizeitartikeln,"Robert Graf-Platz 1, 7000 Eisenstadt","Wirtschaftskammergesetz 1998 – WKG, BGBl I Nr 103/1998 idF BGBl I Nr 46/2014",2,"27138,4",2014,"https://www.wko.at/Content.Node/branchen/b/Handel-mit-Mode-und-Freizeitartikeln/Startseite_-_Handel_mit_Mode_und_Freizeitartikeln,_Landesgr.html"
"Fachgruppe der Textil-, Bekleidungs-, Schuh- und Lederindustrie","Wichnergasse 9, 6800 Feldkirch","Wirtschaftskammergesetz 1998 – WKG, BGBl I Nr 103/1998 idF BGBl I Nr 46/2014",2,"27486,84",2014,"https://www.wko.at/content.Node/branchen/vbg/Textil---Bekleidungs---Schuh--und-Lederindustrie/Startseite_-_Textil-,_Bekleidungs-,_Schuh-_und_Lederindustr.html"
Bundesinnung der Mechatroniker,"Schaumburgergasse 20/4, 1040 Wien","Wirtschaftskammergesetz 1998 – WKG, BGBl I Nr 103/1998 idF BGBl I Nr 46/2014",2,"27602,88",2014,http://www.mechatroniker.at/
Fachgruppe der Versicherungsmakler und Berater in Versicherungsangelegenheiten,"Schwarzenbergplatz 14, 1041 Wien","Wirtschaftskammergesetz 1998 – WKG, BGBl I Nr 103/1998 idF BGBl I Nr 46/2014",2,27755,2014,http://wko.at/wien/versicherungsmakler
Fachverband der Versicherungsmakler und Berater in Vers.angelegenheiten,"Johannesgasse 2/1/2/28, 1010 Wien","Wirtschaftskammergesetz 1998 – WKG, BGBl I Nr 103/1998 idF BGBl I Nr 46/2014",2,27755,2014,http://wko.at/ihrversicherungsmakler
"Landesinnung der Dachdecker, Glaser und Spengler","Rudolf-Sallinger-Platz 1, 1030 Wien","Wirtschaftskammergesetz 1998 – WKG, BGBl I Nr 103/1998 idF BGBl I Nr 46/2014",2,27755,2014,http://www.wko.at/wien/dachdecker
Fachgruppe Finanzdienstleister,"Hessenplatz 3, 4020 Linz","Wirtschaftskammergesetz 1998 – WKG, BGBl I Nr 103/1998 idF BGBl I Nr 46/2014",2,"27807,3",2014,http://www.finanzdienstleister-ooe.at
Landesinnung der Lebensmittelgewerbe,"Hessenplatz 3, 4020 Linz","Wirtschaftskammergesetz 1998 – WKG, BGBl I Nr 103/1998 idF BGBl I Nr 46/2014",2,"27807,3",2014,http://wko.at/ooe/lebensmittelgewerbe
"Landesinnung der Sanitär-, Heizungs- und Lüftungstechniker","Landsbergerstraße 1, 3100 St. Pölten","Wirtschaftskammergesetz 1998 – WKG, BGBl I Nr 103/1998 idF BGBl I Nr 46/2014",2,"27848,9",2014,http://www.installateur-noe.at/
Bundesinnung der Rauchfangkehrer und Bestatter,"Wiedner Hauptstraße 63, 1045 Wien","Wirtschaftskammergesetz 1998 – WKG, BGBl I Nr 103/1998 idF BGBl I Nr 46/2014",2,"28013,97",2014,https://https://www.wko.at/content.Node/branchen/oe/Rauchfangkehrer-und-Bestatter/Startseite-Rauchfangkehrer-und-Bestatter.html
Landesinnung der Tischler und Holzgestaltende Gewerbe,"Wichnergasse 9, 6800 Feldkirch","Wirtschaftskammergesetz 1998 – WKG, BGBl I Nr 103/1998 idF BGBl I Nr 46/2014",2,"28014,29",2014,https://www.wko.at/content.Node/branchen/vbg/Tischler-und-Holzgestaltende-Gewerbe/Startseite-Tischler-und-Holzgestaltende-Gewerbe.html
Fachgruppe für das Güterbeförderungsgewerbe,"Landsbergerstraße 1, 3100 St. Pölten","Wirtschaftskammergesetz 1998 – WKG, BGBl I Nr 103/1998 idF BGBl I Nr 46/2014",2,"28091,88",2014,http://wko.at/noe/gueterbefoerderung
